region,technology,fuel,year,production_PJ
Myanmar,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,1.39
Philippines,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,0.51
Philippines,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,3.67
Philippines,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,4.03
Philippines,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,4.03
Philippines,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,3.24
Philippines,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,140.22
Philippines,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,135.83
Philippines,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,107.88
Philippines,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,92.43
Philippines,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,77.61
Philippines,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,4.39
Philippines,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,4.53
Philippines,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,5.45
Philippines,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,5.45
Philippines,Diesel,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,15.18
Philippines,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2030,294.4
Philippines,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2040,258.56
Philippines,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2050,214.41
Philippines,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2060,153.32
Philippines,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,41.73
Philippines,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,125.45
Philippines,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,405.63
Philippines,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,796.58
Philippines,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,1264.69
Philippines,Gas Combined Cycle with CCS,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,10.25
Philippines,Geothermal Flash,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,14.8
Philippines,Geothermal Flash,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,41.51
Philippines,Geothermal Flash,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,52.07
Philippines,Geothermal Flash,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,54.57
Philippines,Geothermal Flash,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,54.57
Philippines,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,5.09
Philippines,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,36.63
Philippines,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,42.65
Philippines,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,43.55
Philippines,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,43.55
Philippines,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,0.79
Philippines,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,2.73
Philippines,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,31.45
Philippines,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,65.98
Philippines,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,73.55
Philippines,Nuclear LWR,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,0.55
Philippines,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,8.9
Philippines,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,6.8
Philippines,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,3.97
Philippines,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,3.95
Philippines,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,2.5
Philippines,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,64.88
Philippines,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,111.02
Philippines,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,111.02
Philippines,Solar Floating,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,0.53
Philippines,Solar Floating,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,23.61
Philippines,Solar Floating,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,23.61
Philippines,Solar Floating,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,23.61
Philippines,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,0.07
Philippines,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,61.97
Philippines,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,104.72
Philippines,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,175.57
Philippines,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,175.57
Philippines,Wind Offshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,4.59
Philippines,Wind Offshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,16.49
Philippines,Wind Offshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,5.3
Philippines,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,74.94
Philippines,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,114.28
Philippines,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,170.93
Philippines,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,170.93
Singapore,CAES,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,0.75
Singapore,CAES,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,0.69
Singapore,CAES,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,0.69
Singapore,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,179.11
Singapore,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,290.08
Singapore,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,364.55
Singapore,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,433.04
Singapore,Gas Turbine,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,0.5
Singapore,Gas Turbine,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,1.01
Singapore,Gas Turbine,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,0.89
Singapore,Gas Turbine,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,0.88
Singapore,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,0.84
Singapore,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,0.52
Singapore,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,1.51
Singapore,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,2.08
Singapore,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,2.86
Singapore,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,0.06
Singapore,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,11.31
Singapore,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,11.31
Singapore,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,11.31
Singapore,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,11.31
Singapore,Waste,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,0.11
Singapore,Waste,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,1.3
Singapore,Waste,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,1.07
Singapore,Waste,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,1.21
Thailand,Biogas,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,9.19
Thailand,Biogas,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,9.19
Thailand,Biogas,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,9.19
Thailand,Biomass Gasification,"Hydrogen input to ""Centralized Electricity Generation"" [LEAP ID:35]",2040,25.97
Thailand,Biomass Gasification,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,82.25
Thailand,Biomass Gasification,"Hydrogen input to ""Centralized Electricity Generation"" [LEAP ID:35]",2050,121.71
Thailand,Biomass Gasification,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,92.73
Thailand,Biomass Gasification,"Hydrogen input to ""Centralized Electricity Generation"" [LEAP ID:35]",2060,211.96
Thailand,Biomass Gasification,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,98.25
Thailand,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,142.37
Thailand,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,929.36
Thailand,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,1578.97
Thailand,CAES,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,71.95
Thailand,CAES,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,103.25
Thailand,CAES,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,106.36
Thailand,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,73.66
Thailand,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,49.42
Thailand,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,111.63
Thailand,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,128.82
Thailand,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,128.82
Thailand,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,0.1
Thailand,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,0.08
Thailand,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,0.08
Thailand,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2030,685.1
Thailand,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2040,494.39
Thailand,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2050,338.24
Thailand,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2060,125.12
Thailand,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,169.5
Thailand,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,751.95
Thailand,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,1599.05
Thailand,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,2257.85
Thailand,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,2583.06
Thailand,Gas Combined Cycle with CCS,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,7.17
Thailand,Gas Combined Cycle with CCS,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,5.17
Thailand,H2 Fuel Cell,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,0.07
Thailand,H2 Fuel Cell,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,0.06
Thailand,H2 Fuel Cell,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,0.03
Thailand,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,3.97
Thailand,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,65.12
Thailand,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,101.84
Thailand,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,101.84
Thailand,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,101.84
Thailand,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,18.52
Thailand,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,33.06
Thailand,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,40.19
Thailand,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,9.78
Thailand,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,12.18
Thailand,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,14.57
Thailand,Solar Floating,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,17.7
Thailand,Solar Floating,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,17.7
Thailand,Solar Floating,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,17.7
Thailand,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,56.57
Thailand,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,128.93
Thailand,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,128.93
Thailand,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,128.93
Thailand,Tidal,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,0.68
Thailand,Tidal,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,2.83
Thailand,Waste,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,2.23
Thailand,Waste,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,5.77
Thailand,Waste,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,1.68
Thailand,Wave,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,0.68
Thailand,Wave,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,2.8
Thailand,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,7.36
Thailand,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,21.66
Thailand,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,21.66
Thailand,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,21.66
Vietnam,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,1.81
Vietnam,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,3.76
Vietnam,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,10.61
Vietnam,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,20.3
Vietnam,Biomass Other,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,39.57
Vietnam,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,396.17
Vietnam,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,258.41
Vietnam,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,241.53
Vietnam,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,319.26
Vietnam,Coal Subcritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,384.09
Vietnam,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,53.01
Vietnam,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,414.9
Vietnam,Coal Supercritical,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,522.11
Vietnam,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2030,287.97
Vietnam,Diesel,"Blended Diesel output from ""Diesel Blending"" [LEAP ID:82]",2040,149.4
Vietnam,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,91.34
Vietnam,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,349.54
Vietnam,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,782.15
Vietnam,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,1197.6
Vietnam,Gas Combined Cycle,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,2327.37
Vietnam,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,71.38
Vietnam,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,143.27
Vietnam,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,302.55
Vietnam,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,345.97
Vietnam,Large Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,360.81
Vietnam,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,40.81
Vietnam,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,104.02
Vietnam,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,252.6
Vietnam,Lithium Ion Batteries,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,252.6
Vietnam,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,56.89
Vietnam,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,108.41
Vietnam,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,177.58
Vietnam,Pumped Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,179.32
Vietnam,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,30.04
Vietnam,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,120.44
Vietnam,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,156.01
Vietnam,Small Hydro,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,174.64
Vietnam,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,0.54
Vietnam,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,10.31
Vietnam,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,179.51
Vietnam,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,358.19
Vietnam,Solar PV,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,816.26
Vietnam,Wind Offshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,0.53
Vietnam,Wind Offshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,124.84
Vietnam,Wind Offshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,237.02
Vietnam,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2025,2.86
Vietnam,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2030,226.81
Vietnam,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2040,513.16
Vietnam,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2050,881.85
Vietnam,Wind Onshore,"Electricity output from ""Centralized Electricity Generation"" [LEAP ID:1]",2060,881.85
