ams,branch,variable,expression,unit,fuel,source,note,src_csv,domain,data_confidence,scenario
Myanmar,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Philippines,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Singapore,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Thailand,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Vietnam,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Brunei,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Cambodia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Indonesia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Laos,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Malaysia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Myanmar,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Philippines,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Singapore,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Thailand,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Vietnam,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Baseline Simulation
Brunei,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Cambodia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Indonesia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Laos,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Malaysia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Myanmar,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Philippines,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Singapore,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Thailand,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Vietnam,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,AMS Target Scenario
Brunei,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Cambodia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Indonesia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Laos,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Malaysia,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Myanmar,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Philippines,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Singapore,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Thailand,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Vietnam,Transformation\Diesel Blending\Processes\Biodiesel,Exogenous Capacity,100000,Megawatt,Biodiesel,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Regional Aspiration Scenario
Brunei,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Cambodia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Indonesia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Laos,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Malaysia,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Myanmar,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Philippines,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Singapore,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
Thailand,Transformation\Gasoline Blending\Processes\Ethanol,Exogenous Capacity,100000,Megawatt,Bioethanol,"USER RULING R6 (Unlimited on a LOWER bound is the 1.0e+12 forced-floor trap, CLAUDE.md S A.11)","Was 'Unlimited' -> exports as ResidualCapacity 1.0e+12, a FORCED FLOOR. Replaced with finite-but-large 100000 MW. NEVER 0: on 2026-05-12 EC=0 on these same 4 pseudo-techs took primal infeasibility 24k -> 4.6M (190x worse, the p9 burn). All 4 pseudo-techs are moved together (this one is the biofuel leg) - an asymmetric change would distort the PercentShare blend split.",USER_RULING_R6,blend_capacity,Low,Current Accounts
