domain,scenario,scenario_code,sector,subsector,layer,fuel,carrier,region,year,value,unit,value_pj,confident_carrier,fuel_resolved,path_repaired,branch_leaf,branch_path
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2031,420.63372,GWh,1.514281,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2032,477.917593,GWh,1.720503,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2033,534.237443,GWh,1.923255,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2034,588.224163,GWh,2.117607,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2035,638.803903,GWh,2.299694,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2036,685.194794,GWh,2.466701,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2037,726.906176,GWh,2.616862,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2038,763.792309,GWh,2.749652,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2039,795.858472,GWh,2.865091,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2040,823.252501,GWh,2.963709,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2041,846.238857,GWh,3.04646,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2042,865.134279,GWh,3.114483,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2043,880.286809,GWh,3.169033,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2044,892.027217,GWh,3.211298,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2045,900.60303,GWh,3.242171,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2046,906.266704,GWh,3.26256,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2047,909.339992,GWh,3.273624,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2048,910.159548,GWh,3.276574,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2049,909.063317,GWh,3.272628,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2050,906.370995,GWh,3.262936,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2051,903.032406,GWh,3.250917,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2052,899.269384,GWh,3.23737,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2053,895.281042,GWh,3.223012,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2054,891.244821,GWh,3.208481,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2055,887.317457,GWh,3.194343,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2056,883.635896,GWh,3.181089,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2057,880.318222,GWh,3.169146,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2058,877.464607,GWh,3.158873,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2059,875.158313,GWh,3.15057,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Indonesia,2060,873.466738,GWh,3.14448,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2023,10.022915,GWh,0.036082,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2024,9.837306,GWh,0.035414,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2025,9.651696,GWh,0.034746,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2026,9.466086,GWh,0.034078,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2027,9.280477,GWh,0.03341,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2028,9.094867,GWh,0.032742,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2029,8.909258,GWh,0.032073,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2030,8.723648,GWh,0.031405,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2031,9.818425,GWh,0.035346,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2032,11.179765,GWh,0.040247,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2033,12.454562,GWh,0.044836,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2034,14.023004,GWh,0.050483,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2035,15.484629,GWh,0.055745,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2036,17.265937,GWh,0.062157,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2037,19.160433,GWh,0.068978,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2038,21.167665,GWh,0.076204,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2039,23.55591,GWh,0.084801,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2040,25.795251,GWh,0.092863,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2041,28.432882,GWh,0.102358,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2042,31.192664,GWh,0.112294,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2043,34.066053,GWh,0.122638,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2044,37.042799,GWh,0.133354,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2045,40.11095,GWh,0.144399,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2046,43.256987,GWh,0.155725,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2047,46.828401,GWh,0.168582,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2048,50.4638,GWh,0.18167,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2049,53.761883,GWh,0.193543,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2050,57.451156,GWh,0.206824,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2051,61.236995,GWh,0.220453,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2052,65.102678,GWh,0.23437,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2053,69.030119,GWh,0.248508,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2054,73.000258,GWh,0.262801,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2055,76.993529,GWh,0.277177,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2056,80.990351,GWh,0.291565,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2057,84.971662,GWh,0.305898,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2058,88.919439,GWh,0.32011,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2059,92.817206,GWh,0.334142,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Philippines,2060,96.650481,GWh,0.347942,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2023,200.843337,GWh,0.723036,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2024,216.336458,GWh,0.778811,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2025,231.829579,GWh,0.834586,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2026,247.3227,GWh,0.890362,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2027,262.815821,GWh,0.946137,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2028,278.308942,GWh,1.001912,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2029,293.802063,GWh,1.057687,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2030,309.295184,GWh,1.113463,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2031,316.088991,GWh,1.13792,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2032,317.395355,GWh,1.142623,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2033,314.484406,GWh,1.132144,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2034,308.554552,GWh,1.110796,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2035,300.507237,GWh,1.081826,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2036,291.018725,GWh,1.047667,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2037,280.781446,GWh,1.010813,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2038,270.100183,GWh,0.972361,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2039,259.231963,GWh,0.933235,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2040,248.272992,GWh,0.893783,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2041,237.519577,GWh,0.85507,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2042,227.058989,GWh,0.817412,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2043,217.047947,GWh,0.781373,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2044,207.376954,GWh,0.746557,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2045,198.218909,GWh,0.713588,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2046,189.586124,GWh,0.68251,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2047,181.357872,GWh,0.652888,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2048,173.792582,GWh,0.625653,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2049,166.64047,GWh,0.599906,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2050,159.943456,GWh,0.575796,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2051,153.724813,GWh,0.553409,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2052,147.960992,GWh,0.53266,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2053,142.627376,GWh,0.513459,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2054,137.698818,GWh,0.495716,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2055,133.150095,GWh,0.47934,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2056,128.956255,GWh,0.464243,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2057,125.0929,GWh,0.450334,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2058,121.536405,GWh,0.437531,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2059,118.264076,GWh,0.425751,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Singapore,2060,115.254267,GWh,0.414915,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2023,57.912946,GWh,0.208487,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2024,56.840484,GWh,0.204626,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2025,55.768022,GWh,0.200765,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2026,54.69556,GWh,0.196904,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2027,53.623098,GWh,0.193043,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2028,52.550636,GWh,0.189182,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2029,51.478174,GWh,0.185321,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2030,50.405712,GWh,0.181461,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2031,58.241213,GWh,0.209668,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2032,67.899262,GWh,0.244437,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2033,77.725307,GWh,0.279811,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2034,89.659434,GWh,0.322774,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2035,102.859907,GWh,0.370296,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2036,117.369512,GWh,0.42253,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2037,133.215805,GWh,0.479577,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2038,150.412614,GWh,0.541485,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2039,170.462893,GWh,0.613666,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2040,190.404353,GWh,0.685456,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2041,213.288372,GWh,0.767838,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2042,237.517475,GWh,0.855063,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2043,262.97727,GWh,0.946718,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2044,289.531292,GWh,1.042313,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2045,317.02138,GWh,1.141277,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2046,345.271155,GWh,1.242976,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2047,376.095131,GWh,1.353942,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2048,407.32723,GWh,1.466378,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2049,436.69816,GWh,1.572113,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2050,468.038698,GWh,1.684939,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2051,499.562211,GWh,1.798424,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2052,531.064245,GWh,1.911831,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2053,562.345181,GWh,2.024443,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2054,593.214364,GWh,2.135572,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2055,623.493646,GWh,2.244577,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2056,653.020254,GWh,2.350873,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2057,681.648923,GWh,2.453936,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2058,709.253304,GWh,2.553312,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2059,735.726689,GWh,2.648616,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
demand,AMS Target Scenario,ATS,Commercial,Data_Center,Direct,Electricity,electricity,Thailand,2060,760.982102,GWh,2.739536,True,True,False,Enterprise,Demand\Commercial\Data_Center\Enterprise
