branch_path,variable,scenario,region,expression,units,scale,per,source
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Current Accounts,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Baseline Simulation,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,AMS Target Scenario,Malaysia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Malaysia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Current Accounts,Myanmar,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Baseline Simulation,Myanmar,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,AMS Target Scenario,Myanmar,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Myanmar,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Current Accounts,Philippines,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Baseline Simulation,Philippines,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,AMS Target Scenario,Philippines,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Philippines,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Current Accounts,Singapore,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Baseline Simulation,Singapore,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,AMS Target Scenario,Singapore,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Singapore,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Current Accounts,Thailand,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Baseline Simulation,Thailand,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,AMS Target Scenario,Thailand,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Thailand,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Current Accounts,Vietnam,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Baseline Simulation,Vietnam,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,AMS Target Scenario,Vietnam,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Supercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Vietnam,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Brunei,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Brunei,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Brunei,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Brunei,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Cambodia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Cambodia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Cambodia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Cambodia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Indonesia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Laos,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Laos,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Laos,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Laos,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Malaysia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Malaysia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Myanmar,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Myanmar,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Myanmar,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Myanmar,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Philippines,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Philippines,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Philippines,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Philippines,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Singapore,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Singapore,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Singapore,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Singapore,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Thailand,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Thailand,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Thailand,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Thailand,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Current Accounts,Vietnam,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Baseline Simulation,Vietnam,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,AMS Target Scenario,Vietnam,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical,Exogenous Capacity,Regional Aspiration Scenario,Vietnam,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Brunei,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Brunei,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Brunei,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Brunei,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Cambodia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Cambodia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Cambodia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Cambodia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Indonesia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Laos,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Laos,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Laos,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Laos,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Malaysia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Malaysia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Myanmar,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Myanmar,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Myanmar,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Myanmar,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Philippines,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Philippines,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Philippines,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Philippines,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Singapore,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Singapore,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Singapore,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Singapore,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Thailand,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Thailand,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Thailand,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Thailand,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Current Accounts,Vietnam,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Baseline Simulation,Vietnam,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,AMS Target Scenario,Vietnam,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS,Exogenous Capacity,Regional Aspiration Scenario,Vietnam,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast,Exogenous Capacity,Current Accounts,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast,Exogenous Capacity,Baseline Simulation,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast,Exogenous Capacity,AMS Target Scenario,Indonesia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDEast,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW,Exogenous Capacity,Current Accounts,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW,Exogenous Capacity,Baseline Simulation,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW,Exogenous Capacity,AMS Target Scenario,Indonesia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDJW,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA,Exogenous Capacity,Current Accounts,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA,Exogenous Capacity,Baseline Simulation,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA,Exogenous Capacity,AMS Target Scenario,Indonesia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDKA,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Exogenous Capacity,Current Accounts,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Exogenous Capacity,Baseline Simulation,Indonesia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Exogenous Capacity,AMS Target Scenario,Indonesia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_IDSA,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Exogenous Capacity,Current Accounts,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Exogenous Capacity,Baseline Simulation,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Exogenous Capacity,AMS Target Scenario,Malaysia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYPE,Exogenous Capacity,Regional Aspiration Scenario,Malaysia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Exogenous Capacity,Current Accounts,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Exogenous Capacity,Baseline Simulation,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Exogenous Capacity,AMS Target Scenario,Malaysia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSB,Exogenous Capacity,Regional Aspiration Scenario,Malaysia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Exogenous Capacity,Current Accounts,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Exogenous Capacity,Baseline Simulation,Malaysia,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Exogenous Capacity,AMS Target Scenario,Malaysia,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Diesel_MYSR,Exogenous Capacity,Regional Aspiration Scenario,Malaysia,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Current Accounts,Brunei,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Baseline Simulation,Brunei,Existing Capacity[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,AMS Target Scenario,Brunei,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW],Megawatt,,,exogenous formula standardization
Transformation\Centralized Electricity Generation\Processes\Direct Air Capture,Exogenous Capacity,Regional Aspiration Scenario,Brunei,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)",Megawatt,,,exogenous formula standardization
