variable,scenario,energy_class,fuel,region,year,value,unit
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Thailand,2030,0.6008476679999996,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Thailand,2040,0.6008476679999998,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Thailand,2050,0.6008476679999996,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Thailand,2060,0.600847667999999,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Vietnam,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Vietnam,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Vietnam,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Vietnam,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Natural Gas,Vietnam,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Cambodia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Indonesia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Indonesia,2040,0.050346947368421054,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Indonesia,2050,0.0478296,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Indonesia,2060,0.0478296,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Laos,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Laos,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Laos,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Laos,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Laos,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Laos,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Myanmar,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Myanmar,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Myanmar,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Myanmar,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Myanmar,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Myanmar,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Philippines,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Philippines,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Philippines,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Philippines,2040,0.15119981427274834,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Philippines,2050,0.16354235592453562,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Philippines,2060,0.2263678580003566,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Singapore,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Thailand,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Thailand,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Thailand,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Thailand,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Thailand,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Thailand,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Vietnam,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Vietnam,2030,0.13917289509532252,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Vietnam,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Vietnam,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Nuclear,Vietnam,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Cambodia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Indonesia,2010,0.01007076125542128,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Indonesia,2020,0.35154395599206617,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Indonesia,2030,3.055680235803729,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Indonesia,2040,7.194635346533972,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Indonesia,2050,10.00846593889735,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Indonesia,2060,10.03830696935364,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Laos,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Laos,2020,0.00018270000000000002,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Laos,2030,0.00018270000000000002,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Laos,2040,0.00018270000000000002,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Laos,2050,0.00018270000000000002,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Laos,2060,0.00018270000000000002,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Malaysia,2010,0.00898266373295427,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Malaysia,2020,0.05165628247459889,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Malaysia,2030,0.29101837739996705,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Malaysia,2040,0.4714433136124309,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Malaysia,2050,0.5503197910235936,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Malaysia,2060,0.538398103752116,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Myanmar,2010,0.029122380000000007,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Myanmar,2020,0.032886000000000006,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Myanmar,2030,0.018635400000000003,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Myanmar,2040,0.018635400000000003,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Myanmar,2050,0.018635400000000003,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Myanmar,2060,0.018635400000000003,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Philippines,2010,0.004245010384425008,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Philippines,2020,0.00551189496756745,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Philippines,2030,0.06646032012761263,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Philippines,2040,0.12501402751912064,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Philippines,2050,0.15587932814910627,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Philippines,2060,0.1743946293608062,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Singapore,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Thailand,2010,0.026386574715553016,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Thailand,2020,0.07622300128157385,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Thailand,2030,0.2361149648931434,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Thailand,2040,0.7922593062318546,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Thailand,2050,0.9235317670475357,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Thailand,2060,0.9376017988843036,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Vietnam,2010,0.013519800000000004,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Vietnam,2020,0.03259368000000001,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Vietnam,2030,0.03390912000000001,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Vietnam,2040,0.03390912000000001,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Vietnam,2050,0.03390912000000001,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Palm Oil,Vietnam,2060,0.03390912000000001,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Cambodia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Indonesia,2020,0.00013638315790610528,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Indonesia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Indonesia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Indonesia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Laos,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Laos,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Laos,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Laos,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Laos,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Laos,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Malaysia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Malaysia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Malaysia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Malaysia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Malaysia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Myanmar,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Myanmar,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Myanmar,2030,0.00022423782346105278,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Myanmar,2040,0.00022423782346105278,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Myanmar,2050,0.00022423782346105278,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Myanmar,2060,0.00022423782346105278,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Philippines,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Philippines,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Philippines,2030,0.003080436479999997,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Philippines,2040,0.049420920530667135,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Philippines,2050,0.056417366771344936,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Philippines,2060,0.07809034178242419,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Singapore,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Singapore,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Singapore,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Singapore,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Singapore,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Singapore,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Thailand,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Thailand,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Thailand,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Thailand,2040,0.01601180254379241,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Thailand,2050,0.024369501385512464,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Thailand,2060,0.03637369444536834,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Vietnam,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Vietnam,2030,0.03885121239924162,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Vietnam,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Vietnam,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Small Hydro,Vietnam,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Brunei,2020,3.5391672000000004e-06,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Brunei,2030,0.0025447807141567203,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Brunei,2040,0.005278654355148719,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Brunei,2050,0.005734299961980719,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Brunei,2060,0.005734299961980719,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Cambodia,2020,0.0010439999999999996,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Cambodia,2030,0.029608414197214324,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Cambodia,2040,0.059428050820510316,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Cambodia,2050,0.06656567904266245,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Cambodia,2060,0.07191890020927656,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Indonesia,2010,1.141463414634147e-05,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Indonesia,2020,0.003752341462756099,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Indonesia,2030,0.3007153685574627,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Indonesia,2040,0.6345211635343269,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Indonesia,2050,0.647650746037148,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Indonesia,2060,0.6617600411847632,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Laos,2010,2.3760000000000015e-06,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Laos,2020,0.00022168108439999992,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Laos,2030,0.00682466116265712,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Laos,2040,0.028936815162181415,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Laos,2050,0.03274452279241668,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Laos,2060,0.022273326809269703,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Malaysia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Malaysia,2020,0.00741186,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Malaysia,2030,0.02107460794412002,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Malaysia,2040,0.14450055706957984,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Malaysia,2050,0.3224831007615411,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Malaysia,2060,0.32253181531152253,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Myanmar,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Myanmar,2020,0.0003794508,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Myanmar,2030,0.0013850788337495998,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Myanmar,2040,0.0104510493819288,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Myanmar,2050,0.018006024838744798,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Myanmar,2060,0.0157395322017,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Philippines,2010,4.679999999999999e-06,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Philippines,2020,0.004941376174799998,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Philippines,2030,0.051565103551258325,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Philippines,2040,0.190286141270977,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Philippines,2050,0.31485075417994585,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Philippines,2060,0.31485075417994585,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Singapore,2010,1.8e-05,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Singapore,2020,0.0017963999999999999,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Singapore,2030,0.011649999109759234,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Singapore,2040,0.09021331320777604,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Singapore,2050,0.10643555346907052,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Singapore,2060,0.061834265516689094,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Thailand,2010,0.00012986850801604706,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Thailand,2020,0.017635392091692452,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Thailand,2030,0.05072743796420793,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Thailand,2040,0.319266741096737,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Thailand,2050,0.48114726531659135,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Thailand,2060,0.5113789184667763,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Vietnam,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Vietnam,2020,0.03701829888000001,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Vietnam,2030,0.46464308026043205,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Vietnam,2040,0.9377114454716072,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Vietnam,2050,1.8707486562623532,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Solar,Vietnam,2060,1.878716315174121,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Brunei,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Brunei,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Brunei,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Brunei,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Brunei,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Brunei,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Cambodia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Cambodia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Cambodia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Cambodia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Cambodia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Cambodia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Indonesia,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Indonesia,2020,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Indonesia,2030,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Indonesia,2040,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Indonesia,2050,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Indonesia,2060,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Laos,2010,0.0,Billion Gigajoules
Primary Supply,AMS Target Scenario,Primary,Sugarcane,Laos,2020,0.0,Billion Gigajoules
