branch_path,variable,scenario,region,scale,units,per,expression
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Existing Capacity,Regional Aspiration Scenario,Indonesia,,MW,,"Max(Value(2024) - Capacity Retirement[MW], 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Exogenous Capacity,AMS Target Scenario,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Exogenous Capacity,Baseline Simulation,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Exogenous Capacity,Current Accounts,Indonesia,,Megawatt,,Existing Capacity[MW] + Capacity Additions[MW]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Exogenous Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,"Max(Existing Capacity[MW] + Capacity Additions[MW] - Capacity Retirement[MW], 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,First Simulation Year,AMS Target Scenario,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,First Simulation Year,Baseline Simulation,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,First Simulation Year,Current Accounts,Indonesia,,Years,,FirstScenarioYear
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Fixed OM Cost,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 26.8, 2030, 26, 2050, 25.2) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Fixed OM Cost,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 26.8, 2030, 26, 2050, 25.2) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Fixed OM Cost,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2022, 26.8, 2030, 26, 2050, 25.2) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Fixed OM Cost,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,"Interp(2017, 22.5, 2050, 21.8)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Full Load Hours,AMS Target Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Full Load Hours,Baseline Simulation,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Full Load Hours,Current Accounts,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Full Load Hours,Regional Aspiration Scenario,Indonesia,,Hours,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Capacity Factor,AMS Target Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Capacity Factor,Baseline Simulation,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Capacity Factor,Current Accounts,Indonesia,,percentage,,"Min(Historical Production[GWh] / (Exogenous Capacity[MW] / 1000 * 8760) * 100, 100)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Capacity Factor,Regional Aspiration Scenario,Indonesia,,percentage,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Production,AMS Target Scenario,Indonesia,,Gigawatt-Hour,,"Interp(2005, 28744.75644, 2006, 28656.41036, 2007, 28984.31023, 2008, 33403.31321, 2009, 33249.55706, 2010, 36802.93835, 2011, 37877.5325, 2012, 33204.53453, 2013, 35194.86979, 2014, 37191.15141, 2015, 37925.95295, 2016, 40951.8062, 2017, 37524.14818, 2018, 37345.75705, 2019, 36658.55197, 2020, 30087.90471, 2021, 33310.38127, 2022, 29013.16765, 2023, 32889.23153, 2024, 35970.47608, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Production,Baseline Simulation,Indonesia,,Gigawatt-Hour,,"Interp(2005, 28744.75644, 2006, 28656.41036, 2007, 28984.31023, 2008, 33403.31321, 2009, 33249.55706, 2010, 36802.93835, 2011, 37877.5325, 2012, 33204.53453, 2013, 35194.86979, 2014, 37191.15141, 2015, 37925.95295, 2016, 40951.8062, 2017, 37524.14818, 2018, 37345.75705, 2019, 36658.55197, 2020, 30087.90471, 2021, 33310.38127, 2022, 29013.16765, 2023, 32889.23153, 2024, 35970.47608, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Historical Production,Current Accounts,Indonesia,,Gigawatt-Hour,,"Interp(2005, 28744.75644, 2006, 28656.41036, 2007, 28984.31023, 2008, 33403.31321, 2009, 33249.55706, 2010, 36802.93835, 2011, 37877.5325, 2012, 33204.53453, 2013, 35194.86979, 2014, 37191.15141, 2015, 37925.95295, 2016, 40951.8062, 2017, 37524.14818, 2018, 37345.75705, 2019, 36658.55197, 2020, 30087.90471, 2021, 33310.38127, 2022, 29013.16765, 2023, 32889.23153, 2024, 35970.47608, FirstScenarioYear, 0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Hourly Storage Carryover,Current Accounts,Indonesia,,Yes/No,,Yes
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Interest Rate,AMS Target Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Interest Rate,Baseline Simulation,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Interest Rate,Current Accounts,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Interest Rate,Regional Aspiration Scenario,Indonesia,,Percent,,DiscountRate
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Lifetime,AMS Target Scenario,Indonesia,,Years,,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Lifetime,Baseline Simulation,Indonesia,,Years,,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Lifetime,Current Accounts,Indonesia,,Years,,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Lifetime,Regional Aspiration Scenario,Indonesia,,Years,,30 ? https://www.statista.com/statistics/1229935/lifetime-power-plants-energy-sources-globally/
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum Availability,AMS Target Scenario,Indonesia,,Percent,,"85 ? Handayani et al. (2022) based on RUPTL 2021-2030, IEA-NEA, Mongird et al (2019)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum Availability,Baseline Simulation,Indonesia,,Percent,,"85 ? Handayani et al. (2022) based on RUPTL 2021-2030, IEA-NEA, Mongird et al (2019)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum Availability,Current Accounts,Indonesia,,Percent,,"85 ? Handayani et al. (2022) based on RUPTL 2021-2030, IEA-NEA, Mongird et al (2019)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum Availability,Regional Aspiration Scenario,Indonesia,,Percent,,ScenarioValue(AMS Target Scenario)*Key\Capacity Additions Multiplier\Fossil Fuel Dispatch Reduction:Activity Level[Percent]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,Exogenous Capacity[MW]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,"Interp(BaseYear, 0, 2023, 2000)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,Unlimited
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum_Share_of_Production,AMS Target Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum_Share_of_Production,Baseline Simulation,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Maximum_Share_of_Production,Regional Aspiration Scenario,Indonesia,,%,,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Merit Order,AMS Target Scenario,Indonesia,,Merit Order,,4
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Merit Order,Baseline Simulation,Indonesia,,Merit Order,,4
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Merit Order,Current Accounts,Indonesia,,Merit Order,,4
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Capacity Addition,Regional Aspiration Scenario,Indonesia,,Megawatt,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Charge,AMS Target Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Charge,Baseline Simulation,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Charge,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Charge,Regional Aspiration Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Production,Regional Aspiration Scenario,Indonesia,,Gigajoule,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Share of Production,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Utilization,AMS Target Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Utilization,Baseline Simulation,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Utilization,Current Accounts,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Minimum Utilization,Regional Aspiration Scenario,Indonesia,,Percent,,"Min(Interp(FirstScenarioYear, Value(Historical Capacity Factor[percentage],  LastHistoricalYear), FirstScenarioYear + Key\Modeling Assumptions\Incumbent Generator DIspatch Phaseout:Activity Level, 0), Maximum Availability)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Node,AMS Target Scenario,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Node,Baseline Simulation,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Node,Current Accounts,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Node,Regional Aspiration Scenario,Indonesia,,ID,,BranchID(Key\Transmission\Nodes\Indonesia:Activity Level[NA])
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Optimized New Capacity,Regional Aspiration Scenario,Indonesia,,Megawatt,,0 ?Optimized on 07/02/2026 11:41 (NEMO/CPLEX)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Process Efficiency,AMS Target Scenario,Indonesia,,Percent,,56 ? *Source: Technology data indonesian power sector (Dec 2017)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Process Efficiency,Baseline Simulation,Indonesia,,Percent,,56 ? *Source: Technology data indonesian power sector (Dec 2017)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Process Efficiency,Current Accounts,Indonesia,,Percent,,56 ? *Source: Technology data indonesian power sector (Dec 2017)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Process Efficiency,Regional Aspiration Scenario,Indonesia,,Percent,,56 ? *Source: Technology data indonesian power sector (Dec 2017)
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Process Share,AMS Target Scenario,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Process Share,Baseline Simulation,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Process Share,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Real Investment Cost,AMS Target Scenario,Indonesia,Million,USD,,"If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Real Investment Cost,Baseline Simulation,Indonesia,Million,USD,,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Real Investment Cost,Current Accounts,Indonesia,Million,USD,,Capital Cost[Thousand USD/MW] * (Capacity Additions[MW]) / 1000
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Real Investment Cost,Regional Aspiration Scenario,Indonesia,Million,USD,,"If((Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])>0),(Capital Cost[Thousand USD/MW] * (Capacity Additions[MW] - PrevYearValue(Capacity Additions[MW])) / 1000),0)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Renewable Qualified,Regional Aspiration Scenario,Indonesia,,Percent,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Salvage Value,AMS Target Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Salvage Value,Baseline Simulation,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Salvage Value,Current Accounts,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Salvage Value,Regional Aspiration Scenario,Indonesia,Thousand,U.S. Dollar,Megawatt,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Seasonal Storage Carryover,Current Accounts,Indonesia,,Yes/No,,No
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Starting Charge,Current Accounts,Indonesia,%,Share,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Stranded Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Stranded Cost,Baseline Simulation,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Stranded Cost,Current Accounts,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Stranded Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Variable OM Cost,AMS Target Scenario,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2022, 2.6, 2030, 2.5, 2050, 2.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Variable OM Cost,Baseline Simulation,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2022, 2.6, 2030, 2.5, 2050, 2.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Variable OM Cost,Current Accounts,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2022, 2.6, 2030, 2.5, 2050, 2.4) ? 2024 Technology Data for the Indonesian Power Sector (Danish Energy) - price Year 2022"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW,Variable OM Cost,Regional Aspiration Scenario,Indonesia,,U.S. Dollar,Megawatt-Hour,"Interp(2030, 0.13, 2050, 0.12)"
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,2020 USD,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Baseline Simulation,Indonesia,,2020 USD,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Current Accounts,Indonesia,,2020 USD,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,2020 USD,Metric Tonne,0
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Fuel Cost,AMS Target Scenario,Indonesia,,2020 USD,Metric Tonne,Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Fuel Cost,Baseline Simulation,Indonesia,,2020 USD,Metric Tonne,Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Fuel Cost,Current Accounts,Indonesia,,2020 USD,Metric Tonne,Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Fuel Cost,Regional Aspiration Scenario,Indonesia,,2020 USD,Metric Tonne,Resources\Secondary\Hydrogen:Production Cost[2020 USD/Tonne]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Hydrogen,Fuel Source,Regional Aspiration Scenario,Indonesia,,2020 USD,Metric Tonne,SourceBelow
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,AMS Target Scenario,Indonesia,,2020 USD,Million BTU,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,Baseline Simulation,Indonesia,,2020 USD,Million BTU,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,Current Accounts,Indonesia,,2020 USD,Million BTU,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Feedstock Fuel Share,Regional Aspiration Scenario,Indonesia,,2020 USD,Million BTU,100
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Fuel Cost,AMS Target Scenario,Indonesia,,2020 USD,Million BTU,Resources\Primary\Natural Gas:Import Cost[2020 USD/MMBTU]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Fuel Cost,Baseline Simulation,Indonesia,,2020 USD,Million BTU,Resources\Primary\Natural Gas:Import Cost[2020 USD/MMBTU]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Fuel Cost,Current Accounts,Indonesia,,2020 USD,Million BTU,Resources\Primary\Natural Gas:Import Cost[2020 USD/MMBTU]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Fuel Cost,Regional Aspiration Scenario,Indonesia,,2020 USD,Million BTU,Resources\Primary\Natural Gas:Import Cost[2020 USD/MMBTU]
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas,Fuel Source,Regional Aspiration Scenario,Indonesia,,2020 USD,Million BTU,SourceBelow
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Ammonia,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Metric Tonne,0.067 ?d
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Ammonia,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Metric Tonne,0.067 ?d
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Ammonia,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Metric Tonne,0.067 ?d
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Ammonia,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Metric Tonne,0.067 ?d
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.0223 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.0223 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.0223 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Black Carbon,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.0223 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Metric Tonne,Terajoule,56.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Metric Tonne,Terajoule,56.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Current Accounts,Indonesia,,Metric Tonne,Terajoule,56.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Dioxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Metric Tonne,Terajoule,56.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,39 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,39 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,39 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Carbon Monoxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,39 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Methane,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrogen Oxides,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,89 ?b
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,0.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Baseline Simulation,Indonesia,,Kilogramme,Terajoule,0.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Current Accounts,Indonesia,,Kilogramme,Terajoule,0.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Nitrous Oxide,Avg Environmental Loading,Regional Aspiration Scenario,Indonesia,,Kilogramme,Terajoule,0.1 ?a
Transformation\Centralized Electricity Generation\Processes\Gas Combined Cycle_IDJW\Feedstock Fuels\Natural Gas\Non Methane Volatile Organic Compounds,Avg Environmental Loading,AMS Target Scenario,Indonesia,,Kilogramme,Terajoule,2.6 ?b
