node,feedstock_fuel,region,branch,variable,unit,CA,BAS,ATS,RAS
Coal Ultrasupercritical CCS,Coal Bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Feedstock Fuel Share,U.S. Dollar,Remainder(100),Remainder(100),Remainder(100),Remainder(100)
Coal Ultrasupercritical CCS,Coal Bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Bituminous,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,100 ? Same as subcritical,100 ? Same as subcritical,100 ? Same as subcritical,100 ? Same as subcritical
Coal Ultrasupercritical CCS,Coal Lignite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,50 ? Similar to subcritical,50 ? Similar to subcritical,50 ? Similar to subcritical,50 ? Similar to subcritical
Coal Ultrasupercritical CCS,Coal Lignite,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,Remainder(100) ? AFOC Compiled CFPP database,Remainder(100) ? AFOC Compiled CFPP database,Remainder(100) ? AFOC Compiled CFPP database,Remainder(100) ? AFOC Compiled CFPP database
Coal Ultrasupercritical CCS,Coal Lignite,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Lignite,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Feedstock Fuel Share,U.S. Dollar,0,0,0,0
Coal Ultrasupercritical CCS,Coal Lignite,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Cost,U.S. Dollar,Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Lignite:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Lignite,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Lignite,Fuel Source,U.S. Dollar,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical CCS,Coal Sub bituminous,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Base Template,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC assumption as coal type with largest share,Remainder(100) ? AFOC assumption as coal type with largest share,Remainder(100) ? AFOC assumption as coal type with largest share,Remainder(100) ? AFOC assumption as coal type with largest share
Coal Ultrasupercritical CCS,Coal Sub bituminous,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Brunei,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? Same as subcritical,Remainder(100) ? Same as subcritical,Remainder(100) ? Same as subcritical,Remainder(100) ? Same as subcritical
Coal Ultrasupercritical CCS,Coal Sub bituminous,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Cambodia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Compiled CFPP database,Remainder(100) ? AFOC Compiled CFPP database,Remainder(100) ? AFOC Compiled CFPP database,Remainder(100) ? AFOC Compiled CFPP database
Coal Ultrasupercritical CCS,Coal Sub bituminous,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Indonesia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical CCS,Coal Sub bituminous,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Laos,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical CCS,Coal Sub bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Malaysia,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical CCS,Coal Sub bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Myanmar,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? Similar to supercritical,Remainder(100) ? Similar to supercritical,Remainder(100) ? Similar to supercritical,Remainder(100) ? Similar to supercritical
Coal Ultrasupercritical CCS,Coal Sub bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Philippines,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical CCS,Coal Sub bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Singapore,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,0,0,0,0
Coal Ultrasupercritical CCS,Coal Sub bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Thailand,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption,Remainder(100) ? AFOC Assumption
Coal Ultrasupercritical CCS,Coal Sub bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Cost,2020 USD,Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne],Resources\Primary\Coal Sub bituminous:Import Cost[2020 USD/Tonne]
Coal Ultrasupercritical CCS,Coal Sub bituminous,Timor Leste,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Fuel Source,2020 USD,,,,SourceBelow
Coal Ultrasupercritical CCS,Coal Sub bituminous,Vietnam,Transformation\Centralized Electricity Generation\Processes\Coal Ultrasupercritical CCS\Feedstock Fuels\Coal Sub bituminous,Feedstock Fuel Share,2020 USD,8.88 ? Similar to supercritical,8.88 ? Similar to supercritical,8.88 ? Similar to supercritical,8.88 ? Similar to supercritical
